# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_3\data\JG034 TMCC1 Gen2 Competitors - 59C v3.eds
# Comment: NA
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2019-12-17 12:44:16 PM EST
# Run End Date/Time: 2019-12-17 02:02:51 PM EST
# Run Duration: 78 minutes 34 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 02:03:12 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 02:03:55 PM EDT
"Well","Well Position","Cycle Number","FAM","HEX","ROX"
"11","A11","7","62370.188","42719.18","208844.84"
"11","A11","8","64005.79","42751.438","209006.3"
"11","A11","9","67088.2","42740.137","208955.58"
"11","A11","10","72782.38","43056.973","208879.8"
"11","A11","11","82603.85","43464.473","208980.14"
"11","A11","12","98902.016","44033.38","208933.34"
"11","A11","13","123198.375","44939.496","208820.8"
"11","A11","14","154975.83","46288.89","208852.19"
"11","A11","15","190629.42","47665.035","209173.66"
"11","A11","16","225424.4","49117.37","209113.14"
"11","A11","17","255612.39","50354.164","208878.72"
"11","A11","18","279521.12","51695.17","208831.52"
"11","A11","19","297332.4","52809.266","209131.12"
"11","A11","20","309631.5","53375.71","209109.6"
"11","A11","21","318042.47","54073.47","209034.56"
"11","A11","22","324261.12","54564.875","208959.67"
"11","A11","23","329056.7","54914.477","209016.25"
"11","A11","24","333403.7","55146.68","208998.6"
"11","A11","25","337311.38","55260.312","209142.45"
"11","A11","26","340390.78","55499.3","208996.72"
"11","A11","27","343618.62","55983.035","208783.17"
"11","A11","28","347381.62","56086.664","208752.2"
"11","A11","29","351176.5","56315.81","209101.42"
"11","A11","30","355269.75","56719.33","209193.14"
"11","A11","31","358562.9","56806.63","209126.6"
"11","A11","32","361616.03","56808.52","209214.53"
"11","A11","33","364942.84","57071.17","209235.92"
"11","A11","34","368367.22","57401.484","209174.4"
"11","A11","35","371857.38","57519.85","209271.53"
"11","A11","36","374792.06","57753.72","209219.55"
"11","A11","37","378283.94","57837.65","209157.44"
"11","A11","38","381710.06","58076.434","209176.94"
"11","A11","39","384558.3","58110.184","209168.42"
"11","A11","40","387941.56","58464.68","209045.77"
"11","A11","41","390981.47","58776.3","208960.73"
"11","A11","42","394158.25","59165.168","209049.9"
"11","A11","43","396949.9","59282.113","209024.95"
"11","A11","44","401022.34","59397.383","209178.34"
"11","A11","45","404876.78","59325.203","209298.95"
"11","A11","46","407847.4","59613.918","209263.88"
"11","A11","47","411532.56","60024.13","209381.17"
"11","A11","48","415301.47","60209.74","209299.98"
"11","A11","49","419549.03","60314.156","209273.45"
"11","A11","50","424367.62","60442.586","209490.55"
"11","A11","51","429403.16","61042.94","209435.12"
"11","A11","52","435830.94","61472.406","209347.28"
