# File Name: \\wsl.localhost\Ubuntu\home\john\projects\CAN_paper\fig_6\data\JG074D_L2_500_like_competitor_sweep.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 6 System
# Block Type: 384-Well Block
# Instrument Name: 278860576
# Instrument Serial Number: 278860576
# Heated Cover Serial Number: 278154452
# Block Serial Number: 278033142
# Run Start Date/Time: 2022-04-06 12:12:16 PM EDT
# Run End Date/Time: 2022-04-06 02:06:43 PM EDT
# Run Duration: 114 minutes 26 seconds
# Sample Volume: 10.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2023-10-26 01:45:00 PM EDT
# Software Name and Version: Design & Analysis Software v2.6.0
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported On: 2023-10-26 01:45:14 PM EDT
"Sample","Target","Number of Replicates","Quantity","Number of Cqs","Cq Mean","Cq SD","Cq SE","Biogroup"
"JG074D.146","FAM","1","-","0","16.22163849586856","","",
"JG074D.146","HEX","1","-","0","20.41831488076577","","",
"JG074D.147","FAM","1","-","0","16.7181428138016","","",
"JG074D.147","HEX","1","-","0","20.177601832192096","","",
"JG074D.148","FAM","1","-","0","16.159807206288384","","",
"JG074D.148","HEX","1","-","0","20.254849098057456","","",
"JG074D.149","FAM","1","-","0","12.239677990377604","","",
"JG074D.149","HEX","1","-","0","","","",
"JG074D.150","FAM","1","-","0","17.95507553770802","","",
"JG074D.150","HEX","1","-","0","20.451686557554346","","",
"JG074D.151","FAM","1","-","0","16.028014032804926","","",
"JG074D.151","HEX","1","-","0","20.326802670801605","","",
"JG074D.152","FAM","1","-","0","16.201797075398133","","",
"JG074D.152","HEX","1","-","0","20.36551636183161","","",
"JG074D.153","FAM","1","-","0","16.157864115742534","","",
"JG074D.153","HEX","1","-","0","20.350046791567102","","",
"JG074D.154","FAM","1","-","0","12.170843544262759","","",
"JG074D.154","HEX","1","-","0","20.97919019519084","","",
"JG074D.155","FAM","1","-","0","17.061265303605317","","",
"JG074D.155","HEX","1","-","0","20.499274511233757","","",
"JG074D.156","FAM","1","-","0","15.925713321809233","","",
"JG074D.156","HEX","1","-","0","20.16723449109771","","",
"JG074D.157","FAM","1","-","0","15.739624207089069","","",
"JG074D.157","HEX","1","-","0","20.445382556185713","","",
"JG074D.158","FAM","1","-","0","15.683344840779338","","",
"JG074D.158","HEX","1","-","0","","","",
"JG074D.159","FAM","1","-","0","12.047709035895497","","",
"JG074D.159","HEX","1","-","0","20.845879763170366","","",
"JG074D.160","FAM","1","-","0","13.73023384364635","","",
"JG074D.160","HEX","1","-","0","20.635685908673665","","",
"JG074D.161","FAM","1","-","0","14.024590887016341","","",
"JG074D.161","HEX","1","-","0","20.49914935736401","","",
"JG074D.162","FAM","1","-","0","13.803077971618531","","",
"JG074D.162","HEX","1","-","0","19.526293938109","","",
"JG074D.163","FAM","1","-","0","14.070083375470858","","",
"JG074D.163","HEX","1","-","0","20.465348771032886","","",
"JG074D.164","FAM","1","-","0","11.601858316341978","","",
"JG074D.164","HEX","1","-","0","19.974270911565576","","",
"JG074D.165","FAM","1","-","0","7.54710742903216","","",
"JG074D.165","HEX","1","-","0","21.99264365989056","","",
"JG074D.166","FAM","1","-","0","7.52911412204668","","",
"JG074D.166","HEX","1","-","0","22.261075641009903","","",
"JG074D.168","FAM","1","-","0","7.543878454834436","","",
"JG074D.168","HEX","1","-","0","23.185626656800274","","",
"JG074D.169","FAM","1","-","0","17.95687610438486","","",
"JG074D.169","HEX","1","-","0","22.153269367000036","","",
"JG074D.170","FAM","1","-","0","16.204406974997354","","",
"JG074D.170","HEX","1","-","0","22.363394400239855","","",
"JG074D.171","FAM","1","-","0","16.53286646079456","","",
"JG074D.171","HEX","1","-","0","22.228691051305034","","",
"JG074D.172","FAM","1","-","0","16.139419574415818","","",
"JG074D.172","HEX","1","-","0","22.109219804397867","","",
"JG074D.173","FAM","1","-","0","12.238958843098722","","",
"JG074D.173","HEX","1","-","0","22.767105118780258","","",
"JG074D.174","FAM","1","-","0","17.98080914726151","","",
"JG074D.174","HEX","1","-","0","22.372313703066652","","",
"JG074D.175","FAM","1","-","0","16.0805724594875","","",
"JG074D.175","HEX","1","-","0","22.351370984976462","","",
"JG074D.176","FAM","1","-","0","16.262637258498195","","",
"JG074D.176","HEX","1","-","0","22.521085587695268","","",
"JG074D.177","FAM","1","-","0","16.098158159817025","","",
"JG074D.177","HEX","1","-","0","24.15147667340534","","",
"JG074D.178","FAM","1","-","0","12.175793834942752","","",
"JG074D.178","HEX","1","-","0","22.537412325861872","","",
"JG074D.179","FAM","1","-","0","17.058301437076302","","",
"JG074D.179","HEX","1","-","0","21.864878331894474","","",
"JG074D.180","FAM","1","-","0","15.782642060546493","","",
"JG074D.180","HEX","1","-","0","22.19496617282237","","",
"JG074D.181","FAM","1","-","0","15.724687293916812","","",
"JG074D.181","HEX","1","-","0","22.507661405051884","","",
"JG074D.182","FAM","1","-","0","15.803691862715876","","",
"JG074D.182","HEX","1","-","0","22.6044365217641","","",
"JG074D.183","FAM","1","-","0","12.090560909447056","","",
"JG074D.183","HEX","1","-","0","23.12471917810819","","",
"JG074D.184","FAM","1","-","0","13.738870970774244","","",
"JG074D.184","HEX","1","-","0","22.364658856179034","","",
"JG074D.185","FAM","1","-","0","14.017257762480142","","",
"JG074D.185","HEX","1","-","0","22.581363241446915","","",
"JG074D.186","FAM","1","-","0","14.050412537974914","","",
"JG074D.186","HEX","1","-","0","22.532749316671932","","",
"JG074D.187","FAM","1","-","0","13.993602563241847","","",
"JG074D.187","HEX","1","-","0","","","",
"JG074D.188","FAM","1","-","0","11.863593751934367","","",
"JG074D.188","HEX","1","-","0","","","",
"JG074D.190","FAM","1","-","0","7.445478075368376","","",
"JG074D.190","HEX","1","-","0","24.13042807646734","","",
"JG074D.191","FAM","1","-","0","7.506886720450462","","",
"JG074D.191","HEX","1","-","0","24.36524858814711","","",
"JG074D.192","FAM","1","-","0","7.5024284903672775","","",
"JG074D.192","HEX","1","-","0","","","",
"JG074D.193","FAM","1","-","0","18.02918465375007","","",
"JG074D.193","HEX","1","-","0","23.924672391337786","","",
"JG074D.194","FAM","1","-","0","16.280072775893622","","",
"JG074D.194","HEX","1","-","0","24.086048264030346","","",
"JG074D.195","FAM","1","-","0","16.525841633173854","","",
"JG074D.195","HEX","1","-","0","23.89668622450126","","",
"JG074D.196","FAM","1","-","0","16.129212748035798","","",
"JG074D.196","HEX","1","-","0","23.75340308487222","","",
"JG074D.197","FAM","1","-","0","12.1551924620349","","",
"JG074D.197","HEX","1","-","0","24.87001529531208","","",
"JG074D.198","FAM","1","-","0","17.86811483360639","","",
"JG074D.198","HEX","1","-","0","23.898587387884746","","",
"JG074D.199","FAM","1","-","0","16.07211081280923","","",
"JG074D.199","HEX","1","-","0","24.254372713708783","","",
"JG074D.200","FAM","1","-","0","16.39202364213186","","",
"JG074D.200","HEX","1","-","0","","","",
"JG074D.201","FAM","1","-","0","16.205625787809815","","",
"JG074D.201","HEX","1","-","0","84.90415969946724","","",
"JG074D.202","FAM","1","-","0","12.228075646192586","","",
"JG074D.202","HEX","1","-","0","24.69049925243647","","",
"JG074D.203","FAM","1","-","0","17.03264944524298","","",
"JG074D.203","HEX","1","-","0","24.050882764701825","","",
"JG074D.204","FAM","1","-","0","15.92166129643396","","",
"JG074D.204","HEX","1","-","0","24.087039241810963","","",
"JG074D.205","FAM","1","-","0","15.69525241753691","","",
"JG074D.205","HEX","1","-","0","23.96588399450372","","",
"JG074D.206","FAM","1","-","0","15.706839108652023","","",
"JG074D.206","HEX","1","-","0","","","",
"JG074D.207","FAM","1","-","0","12.259753629098626","","",
"JG074D.207","HEX","1","-","0","25.668174639067665","","",
"JG074D.208","FAM","1","-","0","13.884528401634633","","",
"JG074D.208","HEX","1","-","0","24.629916233824922","","",
"JG074D.209","FAM","1","-","0","14.067447379942859","","",
"JG074D.209","HEX","1","-","0","25.012990326532115","","",
