,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Task,Comments,CT,Reaction,WT_lg10_Copies,SNV_lg10_Copies,Blocker μM,WellName,Sample,Blocker,Cycle,Fluorescence,Corr_Fluorescence,SignalDifference
546,JG075F,278,FAM,#NAME?,FALSE,L14,0,FAM,UNKNOWN,,29.598965,546,4,5,3.1622776601683795,L14,JG075F_278,L-MMMMx,50,-0.322120644,0.18144376575946808,0.46395008402675114
548,JG075F,279,FAM,#NAME?,FALSE,L15,0,FAM,UNKNOWN,,inf,548,4,6,3.1622776601683795,L15,JG075F_279,L-MMMMx,50,-0.140456859,0.00240503,0.7024027530971905
550,JG075F,280,FAM,#NAME?,FALSE,L16,0,FAM,UNKNOWN,,inf,550,4,7,3.1622776601683795,L16,JG075F_280,L-MMMMx,50,-0.043392656,-0.001003932,0.8548463391432651
552,JG075F,282,FAM,#NAME?,FALSE,L18,0,FAM,UNKNOWN,,28.995874,552,4,1,10,L18,JG075F_282,L-MMMMx,50,-0.860311272,0.5546017289161682,-0.298858866
554,JG075F,283,FAM,#NAME?,FALSE,L19,0,FAM,UNKNOWN,,29.451977,554,4,2,10,L19,JG075F_283,L-MMMMx,50,-0.76153234,0.4759649336338043,-0.177379358
556,JG075F,284,FAM,#NAME?,FALSE,L20,0,FAM,UNKNOWN,,28.933647,556,4,3,10,L20,JG075F_284,L-MMMMx,50,-0.644122858,0.40973353385925293,-0.020115536
558,JG075F,285,FAM,#NAME?,FALSE,L21,0,FAM,UNKNOWN,,29.345615,558,4,4,10,L21,JG075F_285,L-MMMMx,50,-0.43252164,0.27172574400901794,0.28438082412588533
560,JG075F,286,FAM,#NAME?,FALSE,L22,0,FAM,UNKNOWN,,30.070736,560,4,5,10,L22,JG075F_286,L-MMMMx,50,-0.289544415,0.1520005464553833,0.4749101086229789
562,JG075F,288,FAM,#NAME?,FALSE,L24,0,FAM,UNKNOWN,,inf,562,4,7,10,L24,JG075F_288,L-MMMMx,50,0.0997689,-0.012489715,1.047241486736042
564,JG075F,289,FAM,#NAME?,FALSE,M1,0,FAM,UNKNOWN,,28.700327,564,5,-2,1,M1,JG075F_289,L-MMMMx,50,-0.483549197,0.3236280381679535,0.19376822115209746
566,JG075F,290,FAM,#NAME?,FALSE,M2,0,FAM,UNKNOWN,,28.902534,566,5,1,1,M2,JG075F_290,L-MMMMx,50,-0.53129013,0.3451038599014282,0.11490331378120489
568,JG075F,291,FAM,#NAME?,FALSE,M3,0,FAM,UNKNOWN,,28.75692,568,5,2,1,M3,JG075F_291,L-MMMMx,50,-0.553085634,0.3578430116176605,0.114439108
570,JG075F,292,FAM,#NAME?,FALSE,M4,0,FAM,UNKNOWN,,28.868906,570,5,3,1,M4,JG075F_292,L-MMMMx,50,-0.535449143,0.3419336676597595,0.16060177895571948
572,JG075F,293,FAM,#NAME?,FALSE,M5,0,FAM,UNKNOWN,,29.591595,572,5,4,1,M5,JG075F_293,L-MMMMx,50,-0.401092673,0.2465648502111435,0.3313803214720287
574,JG075F,294,FAM,#NAME?,FALSE,M6,0,FAM,UNKNOWN,,29.834152,574,5,5,1,M6,JG075F_294,L-MMMMx,50,-0.299343436,0.16474640369415283,0.49541228153238587
576,JG075F,295,FAM,#NAME?,FALSE,M7,0,FAM,UNKNOWN,,inf,576,5,6,1,M7,JG075F_295,L-MMMMx,50,-0.136523107,0.000197896,0.6918227573337774
578,JG075F,296,FAM,#NAME?,FALSE,M8,0,FAM,UNKNOWN,,inf,578,5,7,1,M8,JG075F_296,L-MMMMx,50,-0.019627211,-0.002964826,0.8635587299436231
580,JG075F,297,FAM,#NAME?,FALSE,M9,0,FAM,UNKNOWN,,28.92533,580,5,-2,3.1622776601683795,M9,JG075F_297,L-MMMMx,50,-0.692693344,0.4322439432144165,-0.07132914
582,JG075F,298,FAM,#NAME?,FALSE,M10,0,FAM,UNKNOWN,,28.920033,582,5,1,3.1622776601683795,M10,JG075F_298,L-MMMMx,50,-0.672004679,0.41635650396347046,-0.059273732
584,JG075F,299,FAM,#NAME?,FALSE,M11,0,FAM,UNKNOWN,,29.181181,584,5,2,3.1622776601683795,M11,JG075F_299,L-MMMMx,50,-0.641642667,0.40049147605895996,0.004697562
586,JG075F,300,FAM,#NAME?,FALSE,M12,0,FAM,UNKNOWN,,28.886703,586,5,3,3.1622776601683795,M12,JG075F_300,L-MMMMx,50,-0.602353927,0.37794262170791626,0.059822706716360585
588,JG075F,301,FAM,#NAME?,FALSE,M13,0,FAM,UNKNOWN,,29.352224,588,5,4,3.1622776601683795,M13,JG075F_301,L-MMMMx,50,-0.452331419,0.27321475744247437,0.2892687125757487
590,JG075F,302,FAM,#NAME?,FALSE,M14,0,FAM,UNKNOWN,,29.47222,590,5,5,3.1622776601683795,M14,JG075F_302,L-MMMMx,50,-0.339416425,0.1889130175113678,0.4432188199280538
592,JG075F,303,FAM,#NAME?,FALSE,M15,0,FAM,UNKNOWN,,inf,592,5,6,3.1622776601683795,M15,JG075F_303,L-MMMMx,50,-0.171460589,0.003397576,0.7075438032312145
594,JG075F,304,FAM,#NAME?,FALSE,M16,0,FAM,UNKNOWN,,inf,594,5,7,3.1622776601683795,M16,JG075F_304,L-MMMMx,50,-0.045638706,-0.002348015,0.8543858878707461
596,JG075F,305,FAM,#NAME?,FALSE,M17,0,FAM,UNKNOWN,,29.182907,596,5,-2,10,M17,JG075F_305,L-MMMMx,50,-0.718171486,0.4458414316177368,-0.101400973
598,JG075F,306,FAM,#NAME?,FALSE,M18,0,FAM,UNKNOWN,,29.093481,598,5,1,10,M18,JG075F_306,L-MMMMx,50,-0.730960058,0.43648576736450195,-0.119548666
600,JG075F,307,FAM,#NAME?,FALSE,M19,0,FAM,UNKNOWN,,29.061205,600,5,2,10,M19,JG075F_307,L-MMMMx,50,-0.704163833,0.44266197085380554,-0.09713336
602,JG075F,308,FAM,#NAME?,FALSE,M20,0,FAM,UNKNOWN,,29.088066,602,5,3,10,M20,JG075F_308,L-MMMMx,50,-0.599710134,0.3813566267490387,0.061176231
604,JG075F,309,FAM,#NAME?,FALSE,M21,0,FAM,UNKNOWN,,28.895973,604,5,4,10,M21,JG075F_309,L-MMMMx,50,-0.493522013,0.3015534579753876,0.1978411558045185
606,JG075F,310,FAM,#NAME?,FALSE,M22,0,FAM,UNKNOWN,,29.903236,606,5,5,10,M22,JG075F_310,L-MMMMx,50,-0.296379978,0.18646647036075592,0.47430365782629386
608,JG075F,312,FAM,#NAME?,FALSE,M24,0,FAM,UNKNOWN,,inf,608,5,7,10,M24,JG075F_312,L-MMMMx,50,0.05819276,-0.008101868,0.9396189327247816
610,JG075F,313,FAM,#NAME?,FALSE,N1,0,FAM,UNKNOWN,,29.39939,610,6,-2,1,N1,JG075F_313,L-MMMMx,50,-0.315880166,0.2120589166879654,0.4437539562542818
612,JG075F,314,FAM,#NAME?,FALSE,N2,0,FAM,UNKNOWN,,29.723446,612,6,1,1,N2,JG075F_314,L-MMMMx,50,-0.326180339,0.2013944387435913,0.412717537
614,JG075F,315,FAM,#NAME?,FALSE,N3,0,FAM,UNKNOWN,,29.549,614,6,2,1,N3,JG075F_315,L-MMMMx,50,-0.301817528,0.20204892754554749,0.4401553743881197
616,JG075F,316,FAM,#NAME?,FALSE,N4,0,FAM,UNKNOWN,,29.612135,616,6,3,1,N4,JG075F_316,L-MMMMx,50,-0.339816989,0.20622797310352325,0.41304081035425744
618,JG075F,317,FAM,#NAME?,FALSE,N5,0,FAM,UNKNOWN,,29.5063,618,6,4,1,N5,JG075F_317,L-MMMMx,50,-0.333979,0.20010119676589966,0.4407436211375505
620,JG075F,318,FAM,#NAME?,FALSE,N6,0,FAM,UNKNOWN,,30.442152,620,6,5,1,N6,JG075F_318,L-MMMMx,50,-0.242834529,0.13301604986190796,0.5777343345213088
622,JG075F,319,FAM,#NAME?,FALSE,N7,0,FAM,UNKNOWN,,inf,622,6,6,1,N7,JG075F_319,L-MMMMx,50,-0.114101537,0.001801788,0.7195380187791072
624,JG075F,321,FAM,#NAME?,FALSE,N9,0,FAM,UNKNOWN,,28.887386,624,6,-2,3.1622776601683795,N9,JG075F_321,L-MMMMx,50,-0.474895674,0.3098011612892151,0.22751322501358673
626,JG075F,322,FAM,#NAME?,FALSE,N10,0,FAM,UNKNOWN,,29.205639,626,6,1,3.1622776601683795,N10,JG075F_322,L-MMMMx,50,-0.487027233,0.2821926176548004,0.22455125257725916
628,JG075F,323,FAM,#NAME?,FALSE,N11,0,FAM,UNKNOWN,,28.971346,628,6,2,3.1622776601683795,N11,JG075F_323,L-MMMMx,50,-0.494330879,0.3023976981639862,0.21725588504045656
630,JG075F,324,FAM,#NAME?,FALSE,N12,0,FAM,UNKNOWN,,29.19614,630,6,3,3.1622776601683795,N12,JG075F_324,L-MMMMx,50,-0.470544365,0.2808387279510498,0.2550154771838149
632,JG075F,325,FAM,#NAME?,FALSE,N13,0,FAM,UNKNOWN,,29.50258,632,6,4,3.1622776601683795,N13,JG075F_325,L-MMMMx,50,-0.388490166,0.23563867807388306,0.3819554135116996
634,JG075F,326,FAM,#NAME?,FALSE,N14,0,FAM,UNKNOWN,,29.93503,634,6,5,3.1622776601683795,N14,JG075F_326,L-MMMMx,50,-0.315732892,0.17639382183551788,0.46890733701748405
636,JG075F,327,FAM,#NAME?,FALSE,N15,0,FAM,UNKNOWN,,inf,636,6,6,3.1622776601683795,N15,JG075F_327,L-MMMMx,50,-0.124940066,0.002064026,0.7218673900873174
638,JG075F,328,FAM,#NAME?,FALSE,N16,0,FAM,UNKNOWN,,inf,638,6,7,3.1622776601683795,N16,JG075F_328,L-MMMMx,50,-0.016220348,-0.001807135,0.8678962628053133
640,JG075F,329,FAM,#NAME?,FALSE,N17,0,FAM,UNKNOWN,,29.00043,640,6,-2,10,N17,JG075F_329,L-MMMMx,50,-0.518223421,0.335153192,0.16172242159286176
642,JG075F,330,FAM,#NAME?,FALSE,N18,0,FAM,UNKNOWN,,29.359447,642,6,1,10,N18,JG075F_330,L-MMMMx,50,-0.513033665,0.3131627142429352,0.19927531179186186
644,JG075F,331,FAM,#NAME?,FALSE,N19,0,FAM,UNKNOWN,,29.218466,644,6,2,10,N19,JG075F_331,L-MMMMx,50,-0.496101413,0.31807708740234375,0.20063566333733335
646,JG075F,332,FAM,#NAME?,FALSE,N20,0,FAM,UNKNOWN,,29.112946,646,6,3,10,N20,JG075F_332,L-MMMMx,50,-0.479068675,0.3156109154224396,0.22138491630670526
648,JG075F,333,FAM,#NAME?,FALSE,N21,0,FAM,UNKNOWN,,28.9302,648,6,4,10,N21,JG075F_333,L-MMMMx,50,-0.416903478,0.27631598711013794,0.2888925976549881
650,JG075F,334,FAM,#NAME?,FALSE,N22,0,FAM,UNKNOWN,,29.812845,650,6,5,10,N22,JG075F_334,L-MMMMx,50,-0.283035049,0.18107512593269348,0.4968216637681527
652,JG075F,336,FAM,#NAME?,FALSE,N24,0,FAM,UNKNOWN,,inf,652,6,7,10,N24,JG075F_336,L-MMMMx,50,0.056239655206995164,-0.007276411,0.9237076859820126
654,JG075F,337,FAM,#NAME?,FALSE,O1,0,FAM,UNKNOWN,,inf,654,7,-2,1,O1,JG075F_337,L-MMMMx,50,-0.057941198,-0.003918408,0.7355350232830444
656,JG075F,338,FAM,#NAME?,FALSE,O2,0,FAM,UNKNOWN,,33.111855,656,7,1,1,O2,JG075F_338,L-MMMMx,50,-0.14966029,0.079894453,0.6827061025059784
658,JG075F,339,FAM,#NAME?,FALSE,O3,0,FAM,UNKNOWN,,33.338863,658,7,2,1,O3,JG075F_339,L-MMMMx,50,-0.109186415,0.057798736,0.6968706624973036
660,JG075F,340,FAM,#NAME?,FALSE,O4,0,FAM,UNKNOWN,,33.52626,660,7,3,1,O4,JG075F_340,L-MMMMx,50,-0.139221401,0.070672564,0.6727753871393616
662,JG075F,341,FAM,#NAME?,FALSE,O5,0,FAM,UNKNOWN,,inf,662,7,4,1,O5,JG075F_341,L-MMMMx,50,-0.147771378,0.003757346,0.6989731021392884
664,JG075F,342,FAM,#NAME?,FALSE,O6,0,FAM,UNKNOWN,,33.332043,664,7,5,1,O6,JG075F_342,L-MMMMx,50,-0.154254678,0.075164899,0.6960090748943676
666,JG075F,343,FAM,#NAME?,FALSE,O7,0,FAM,UNKNOWN,,inf,666,7,6,1,O7,JG075F_343,L-MMMMx,50,-0.073522969,-0.001521567,0.7831156671571267
668,JG075F,344,FAM,#NAME?,FALSE,O8,0,FAM,UNKNOWN,,inf,668,7,7,1,O8,JG075F_344,L-MMMMx,50,-0.014271453,-0.002827553,0.8683038613631814
670,JG075F,345,FAM,#NAME?,FALSE,O9,0,FAM,UNKNOWN,,29.80173,670,7,-2,3.1622776601683795,O9,JG075F_345,L-MMMMx,50,-0.294710233,0.16439390182495117,0.48140907691771456
672,JG075F,346,FAM,#NAME?,FALSE,O10,0,FAM,UNKNOWN,,29.428265,672,7,1,3.1622776601683795,O10,JG075F_346,L-MMMMx,50,-0.318479968,0.18062293529510498,0.4531076995265443
674,JG075F,347,FAM,#NAME?,FALSE,O11,0,FAM,UNKNOWN,,30.031172,674,7,2,3.1622776601683795,O11,JG075F_347,L-MMMMx,50,-0.290700776,0.15968909859657288,0.5260660086183264
676,JG075F,348,FAM,#NAME?,FALSE,O12,0,FAM,UNKNOWN,,30.01743,676,7,3,3.1622776601683795,O12,JG075F_348,L-MMMMx,50,-0.296513226,0.17230111360549927,0.49079589898356574
678,JG075F,349,FAM,#NAME?,FALSE,O13,0,FAM,UNKNOWN,,29.853146,678,7,4,3.1622776601683795,O13,JG075F_349,L-MMMMx,50,-0.295985344,0.17370614409446716,0.5325001557342315
680,JG075F,350,FAM,#NAME?,FALSE,O14,0,FAM,UNKNOWN,,31.112726,680,7,5,3.1622776601683795,O14,JG075F_350,L-MMMMx,50,-0.229143299,0.11183247715234756,0.6119799376167478
682,JG075F,351,FAM,#NAME?,FALSE,O15,0,FAM,UNKNOWN,,inf,682,7,6,3.1622776601683795,O15,JG075F_351,L-MMMMx,50,-0.118021094,0.002422432,0.7651434417656594
684,JG075F,352,FAM,#NAME?,FALSE,O16,0,FAM,UNKNOWN,,inf,684,7,7,3.1622776601683795,O16,JG075F_352,L-MMMMx,50,-0.023335845,-0.003810659,0.8634901004537533
686,JG075F,353,FAM,#NAME?,FALSE,O17,0,FAM,UNKNOWN,,29.597446,686,7,-2,10,O17,JG075F_353,L-MMMMx,50,-0.339633494,0.1896142065525055,0.4267602834528587
688,JG075F,354,FAM,#NAME?,FALSE,O18,0,FAM,UNKNOWN,,29.350576,688,7,1,10,O18,JG075F_354,L-MMMMx,50,-0.318458308,0.19716277718544006,0.4522469500438732
690,JG075F,355,FAM,#NAME?,FALSE,O19,0,FAM,UNKNOWN,,29.798325,690,7,2,10,O19,JG075F_355,L-MMMMx,50,-0.332821676,0.19201087951660156,0.4327737540794847
692,JG075F,356,FAM,#NAME?,FALSE,O20,0,FAM,UNKNOWN,,29.685246,692,7,3,10,O20,JG075F_356,L-MMMMx,50,-0.325199861,0.1869184821844101,0.43618547051659423
694,JG075F,357,FAM,#NAME?,FALSE,O21,0,FAM,UNKNOWN,,29.785053,694,7,4,10,O21,JG075F_357,L-MMMMx,50,-0.282259016,0.16410963237285614,0.48919189093420784
696,JG075F,358,FAM,#NAME?,FALSE,O22,0,FAM,UNKNOWN,,30.389507,696,7,5,10,O22,JG075F_358,L-MMMMx,50,-0.243525895,0.14719374477863312,0.5791963549461252
698,JG075F,360,FAM,#NAME?,FALSE,O24,0,FAM,UNKNOWN,,inf,698,7,7,10,O24,JG075F_360,L-MMMMx,50,0.001058865,-0.003509227,0.8900377601581307
700,JG075F,361,FAM,#NAME?,FALSE,P1,0,FAM,UNKNOWN,,inf,700,8,-2,1,P1,JG075F_361,L-MMMMx,50,0.016943658992533497,-0.00532224,0.8255754420114698
702,JG075F,362,FAM,#NAME?,FALSE,P2,0,FAM,UNKNOWN,,inf,702,8,1,1,P2,JG075F_362,L-MMMMx,50,0.00456731,-0.007724563,0.8222816132972623
704,JG075F,363,FAM,#NAME?,FALSE,P3,0,FAM,UNKNOWN,,inf,704,8,2,1,P3,JG075F_363,L-MMMMx,50,0.012757643896093938,-0.004749692,0.8734546049913022
706,JG075F,364,FAM,#NAME?,FALSE,P4,0,FAM,UNKNOWN,,inf,706,8,3,1,P4,JG075F_364,L-MMMMx,50,0.014406959850637993,-0.006706478,0.8699285259949305
708,JG075F,365,FAM,#NAME?,FALSE,P5,0,FAM,UNKNOWN,,inf,708,8,4,1,P5,JG075F_365,L-MMMMx,50,0.036095031,-0.006068976,0.8936727496662482
710,JG075F,366,FAM,#NAME?,FALSE,P6,0,FAM,UNKNOWN,,inf,710,8,5,1,P6,JG075F_366,L-MMMMx,50,-0.027413558,-0.002473573,0.8451202223060161
712,JG075F,367,FAM,#NAME?,FALSE,P7,0,FAM,UNKNOWN,,inf,712,8,6,1,P7,JG075F_367,L-MMMMx,50,-0.004568884,-0.00357896,0.87861427
714,JG075F,368,FAM,#NAME?,FALSE,P8,0,FAM,UNKNOWN,,inf,714,8,7,1,P8,JG075F_368,L-MMMMx,50,0.003458029,-0.004676097,0.8149930835361978
716,JG075F,369,FAM,#NAME?,FALSE,P9,0,FAM,UNKNOWN,,inf,716,8,-2,3.1622776601683795,P9,JG075F_369,L-MMMMx,50,-0.105610952,0.000692709,0.728681224
718,JG075F,370,FAM,#NAME?,FALSE,P10,0,FAM,UNKNOWN,,inf,718,8,1,3.1622776601683795,P10,JG075F_370,L-MMMMx,50,-0.120798759,0.000575502,0.7030292902209417
720,JG075F,371,FAM,#NAME?,FALSE,P11,0,FAM,UNKNOWN,,inf,720,8,2,3.1622776601683795,P11,JG075F_371,L-MMMMx,50,-0.114315271,0.002144325,0.7218357364363865
722,JG075F,372,FAM,#NAME?,FALSE,P12,0,FAM,UNKNOWN,,inf,722,8,3,3.1622776601683795,P12,JG075F_372,L-MMMMx,50,-0.111717017,0.000154026,0.7388798285270921
724,JG075F,373,FAM,#NAME?,FALSE,P13,0,FAM,UNKNOWN,,inf,724,8,4,3.1622776601683795,P13,JG075F_373,L-MMMMx,50,-0.119046097,0.001462358,0.7225717947418789
726,JG075F,374,FAM,#NAME?,FALSE,P14,0,FAM,UNKNOWN,,inf,726,8,5,3.1622776601683795,P14,JG075F_374,L-MMMMx,50,-0.126760989,0.002484298,0.7414910671779463
728,JG075F,375,FAM,#NAME?,FALSE,P15,0,FAM,UNKNOWN,,inf,728,8,6,3.1622776601683795,P15,JG075F_375,L-MMMMx,50,-0.053669168,-0.001391331,0.8359894931705872
730,JG075F,376,FAM,#NAME?,FALSE,P16,0,FAM,UNKNOWN,,inf,730,8,7,3.1622776601683795,P16,JG075F_376,L-MMMMx,50,-0.02055315,-0.002955952,0.8798727089285526
732,JG075F,377,FAM,#NAME?,FALSE,P17,0,FAM,UNKNOWN,,32.81298,732,8,-2,10,P17,JG075F_377,L-MMMMx,50,-0.152476127,0.081012763,0.7053237431808328
734,JG075F,378,FAM,#NAME?,FALSE,P18,0,FAM,UNKNOWN,,32.669773,734,8,1,10,P18,JG075F_378,L-MMMMx,50,-0.155808793,0.081917763,0.6866404121583449
736,JG075F,379,FAM,#NAME?,FALSE,P19,0,FAM,UNKNOWN,,32.463303,736,8,2,10,P19,JG075F_379,L-MMMMx,50,-0.160753542,0.089275911,0.6862731192007978
738,JG075F,380,FAM,#NAME?,FALSE,P20,0,FAM,UNKNOWN,,32.212265,738,8,3,10,P20,JG075F_380,L-MMMMx,50,-0.15527217,0.095621735,0.6884539183661998
740,JG075F,381,FAM,#NAME?,FALSE,P21,0,FAM,UNKNOWN,,32.616283,740,8,4,10,P21,JG075F_381,L-MMMMx,50,-0.107795362,0.071799807,0.7261726589753996
742,JG075F,382,FAM,#NAME?,FALSE,P22,0,FAM,UNKNOWN,,inf,742,8,5,10,P22,JG075F_382,L-MMMMx,50,-0.128494127,0.00129709,0.661709782
744,JG075F,384,FAM,#NAME?,FALSE,P24,0,FAM,UNKNOWN,,inf,744,8,7,10,P24,JG075F_384,L-MMMMx,50,0.027703124090577413,-0.005680317,0.8788222855479724
