,Experiment,Well,Target,lg10_Copies,Outlier,WellPosition,Copies,Reporter,Sample,Task,Comments,CT,Reaction,L2_500,S037.01.01b,S036.1b,lg10 L2_500,lg10 S037.01.01b,lg10 S036.1b,Cycle,Fluorescence,Corr_Fluorescence,FAM-HEX
512,JG074C,268,FAM,#NAME?,FALSE,L4,0,FAM,JG074C.268,UNKNOWN,,16.297264,534,316,100,1000000,2.499687082618404,2,6,50,0.44933590738894413,0.9745009541511536,0.035094273972822276
514,JG074C,269,FAM,#NAME?,FALSE,L5,0,FAM,JG074C.269,UNKNOWN,,20.37179,536,316,100,100000000,2.499687082618404,2,8,50,0.44785676567298305,1.0784471035003662,-0.076920729
516,JG074C,270,FAM,#NAME?,FALSE,L6,0,FAM,JG074C.270,UNKNOWN,,17.9052,538,316,10000,100,2.499687082618404,4,2,50,0.7102638132802869,1.5576839447021484,0.3870622208867366
518,JG074C,271,FAM,#NAME?,FALSE,L7,0,FAM,JG074C.271,UNKNOWN,,15.764659,540,316,10000,10000,2.499687082618404,4,4,50,0.526893142,1.1223676204681396,0.12150825606031479
520,JG074C,272,FAM,#NAME?,FALSE,L8,0,FAM,JG074C.272,UNKNOWN,,16.122328,542,316,10000,100000,2.499687082618404,4,5,50,0.5071166269851285,1.091446042060852,0.094452229
522,JG074C,273,FAM,#NAME?,FALSE,L9,0,FAM,JG074C.273,UNKNOWN,,16.214294,544,316,10000,1000000,2.499687082618404,4,6,50,0.501225506,1.048911213874817,0.076738505
524,JG074C,274,FAM,#NAME?,FALSE,L10,0,FAM,JG074C.274,UNKNOWN,,20.55632,546,316,10000,100000000,2.499687082618404,4,8,50,0.45442309283435434,1.0765149593353271,-0.07486831
526,JG074C,275,FAM,#NAME?,FALSE,L11,0,FAM,JG074C.275,UNKNOWN,,17.696537,548,316,100000,100,2.499687082618404,5,2,50,0.7324581554905075,1.5918290615081787,0.4288784124920699
528,JG074C,276,FAM,#NAME?,FALSE,L12,0,FAM,JG074C.276,UNKNOWN,,15.976015,550,316,100000,10000,2.499687082618404,5,4,50,0.5033449811665766,1.048548698425293,0.089328431
530,JG074C,277,FAM,#NAME?,FALSE,L13,0,FAM,JG074C.277,UNKNOWN,,16.256828,552,316,100000,100000,2.499687082618404,5,5,50,0.49070017975688895,1.0635204315185547,0.074951528
532,JG074C,278,FAM,#NAME?,FALSE,L14,0,FAM,JG074C.278,UNKNOWN,,16.47254,554,316,100000,1000000,2.499687082618404,5,6,50,0.5021689967124966,1.039756417274475,0.068275122
534,JG074C,279,FAM,#NAME?,FALSE,L15,0,FAM,JG074C.279,UNKNOWN,,19.818165,556,316,100000,100000000,2.499687082618404,5,8,50,0.4677623413949735,1.0555715560913086,-0.02744588
536,JG074C,280,FAM,#NAME?,FALSE,L16,0,FAM,JG074C.280,UNKNOWN,,15.523831,558,316,1000000,100,2.499687082618404,6,2,50,0.7256836480010631,1.579507827758789,0.38152276688665987
538,JG074C,282,FAM,#NAME?,FALSE,L18,0,FAM,JG074C.282,UNKNOWN,,14.838787,560,316,1000000,100000,2.499687082618404,6,5,50,0.5120957043310644,1.077690839767456,0.099863736
540,JG074C,283,FAM,#NAME?,FALSE,L19,0,FAM,JG074C.283,UNKNOWN,,14.665529,562,316,1000000,1000000,2.499687082618404,6,6,50,0.5144997330960002,1.0780973434448242,0.083575047
542,JG074C,284,FAM,#NAME?,FALSE,L20,0,FAM,JG074C.284,UNKNOWN,,16.683434,564,316,1000000,100000000,2.499687082618404,6,8,50,0.4761760451503815,1.0587375164031982,-0.008670251
544,JG074C,286,FAM,#NAME?,FALSE,L22,0,FAM,JG074C.286,UNKNOWN,,9.254291,568,316,100000000,10000,2.499687082618404,8,4,50,0.5584625243464046,1.0220099687576294,0.1078535964480864
546,JG074C,287,FAM,#NAME?,FALSE,L23,0,FAM,JG074C.287,UNKNOWN,,9.006427,570,316,100000000,100000,2.499687082618404,8,5,50,0.5202985539265875,1.0296906232833862,0.035498932724757515
548,JG074C,288,FAM,#NAME?,FALSE,L24,0,FAM,JG074C.288,UNKNOWN,,8.68137,572,316,100000000,1000000,2.499687082618404,8,6,50,0.5073881518902585,1.0626051425933838,-0.059854948
550,JG074C,289,FAM,#NAME?,FALSE,M1,0,FAM,JG074C.289,UNKNOWN,,17.669525,574,100,100,100,2,2,2,50,0.5055307604064607,1.0850567817687988,0.16039423203275466
552,JG074C,290,FAM,#NAME?,FALSE,M2,0,FAM,JG074C.290,UNKNOWN,,15.509925,576,100,100,10000,2,2,4,50,0.51263134,1.1064339876174927,0.14209431417628499
554,JG074C,291,FAM,#NAME?,FALSE,M3,0,FAM,JG074C.291,UNKNOWN,,16.004742,578,100,100,100000,2,2,5,50,0.5139944268016978,1.093381404876709,0.11840071118875795
556,JG074C,292,FAM,#NAME?,FALSE,M4,0,FAM,JG074C.292,UNKNOWN,,16.07842,580,100,100,1000000,2,2,6,50,0.4981213392543108,1.0793901681900024,0.074988463
558,JG074C,293,FAM,#NAME?,FALSE,M5,0,FAM,JG074C.293,UNKNOWN,,20.412863,582,100,100,100000000,2,2,8,50,0.4416391052215112,1.0698771476745605,-0.039028264
560,JG074C,294,FAM,#NAME?,FALSE,M6,0,FAM,JG074C.294,UNKNOWN,,17.97996,584,100,10000,100,2,4,2,50,0.6277639945705561,1.3527007102966309,0.2862769422780947
562,JG074C,295,FAM,#NAME?,FALSE,M7,0,FAM,JG074C.295,UNKNOWN,,15.906293,586,100,10000,10000,2,4,4,50,0.5089476571067862,1.0387599468231201,0.097505826
564,JG074C,296,FAM,#NAME?,FALSE,M8,0,FAM,JG074C.296,UNKNOWN,,16.22281,588,100,10000,100000,2,4,5,50,0.5011176089873972,1.0570732355117798,0.09667457
566,JG074C,297,FAM,#NAME?,FALSE,M9,0,FAM,JG074C.297,UNKNOWN,,16.205612,590,100,10000,1000000,2,4,6,50,0.5017328522565767,1.0498332977294922,0.079901006
568,JG074C,298,FAM,#NAME?,FALSE,M10,0,FAM,JG074C.298,UNKNOWN,,20.491503,592,100,10000,100000000,2,4,8,50,0.4499564871408496,1.063079833984375,-0.078046499
570,JG074C,299,FAM,#NAME?,FALSE,M11,0,FAM,JG074C.299,UNKNOWN,,17.648699,594,100,100000,100,2,5,2,50,0.5200025332719556,1.1132136583328247,0.16486038789406932
572,JG074C,300,FAM,#NAME?,FALSE,M12,0,FAM,JG074C.300,UNKNOWN,,15.94433,596,100,100000,10000,2,5,4,50,0.4916844198024559,1.0311375856399536,0.095166442
574,JG074C,301,FAM,#NAME?,FALSE,M13,0,FAM,JG074C.301,UNKNOWN,,16.379906,598,100,100000,100000,2,5,5,50,0.48634493580407745,1.0201400518417358,0.069696698
576,JG074C,302,FAM,#NAME?,FALSE,M14,0,FAM,JG074C.302,UNKNOWN,,16.325241,600,100,100000,1000000,2,5,6,50,0.503063826,1.0641014575958252,0.074514539
578,JG074C,303,FAM,#NAME?,FALSE,M15,0,FAM,JG074C.303,UNKNOWN,,19.749132,602,100,100000,100000000,2,5,8,50,0.49224906631518184,1.0968291759490967,-0.050977049
580,JG074C,304,FAM,#NAME?,FALSE,M16,0,FAM,JG074C.304,UNKNOWN,,15.530673,604,100,1000000,100,2,6,2,50,0.6024276939334685,1.2985371351242065,0.24290148499294728
582,JG074C,305,FAM,#NAME?,FALSE,M17,0,FAM,JG074C.305,UNKNOWN,,14.286985,606,100,1000000,10000,2,6,4,50,0.5291882828025974,1.098647117614746,0.12192101695464358
584,JG074C,306,FAM,#NAME?,FALSE,M18,0,FAM,JG074C.306,UNKNOWN,,14.812843,608,100,1000000,100000,2,6,5,50,0.50584991,1.049593210220337,0.087114387
586,JG074C,307,FAM,#NAME?,FALSE,M19,0,FAM,JG074C.307,UNKNOWN,,14.644072,610,100,1000000,1000000,2,6,6,50,0.5084668050329373,1.0648494958877563,0.084309104
588,JG074C,308,FAM,#NAME?,FALSE,M20,0,FAM,JG074C.308,UNKNOWN,,16.64988,612,100,1000000,100000000,2,6,8,50,0.47348609367867184,1.1076842546463013,0.009265023
590,JG074C,310,FAM,#NAME?,FALSE,M22,0,FAM,JG074C.310,UNKNOWN,,9.072894,616,100,100000000,10000,2,8,4,50,0.6026916493708828,1.2430787086486816,0.1465430641929547
592,JG074C,311,FAM,#NAME?,FALSE,M23,0,FAM,JG074C.311,UNKNOWN,,8.917746,618,100,100000000,100000,2,8,5,50,0.5536739088002929,1.0942496061325073,0.080056315
594,JG074C,312,FAM,#NAME?,FALSE,M24,0,FAM,JG074C.312,UNKNOWN,,8.118745,620,100,100000000,1000000,2,8,6,50,0.5082447108763619,1.2152420282363892,0.003627221
596,JG074C,313,FAM,#NAME?,FALSE,N1,0,FAM,JG074C.313,UNKNOWN,,17.60969,622,31,100,100,1.4913616938342726,2,2,50,0.5038407006397709,1.1060127019882202,0.16162675204952998
598,JG074C,314,FAM,#NAME?,FALSE,N2,0,FAM,JG074C.314,UNKNOWN,,15.395639,624,31,100,10000,1.4913616938342726,2,4,50,0.51523493,1.1337428092956543,0.14357899796380286
600,JG074C,315,FAM,#NAME?,FALSE,N3,0,FAM,JG074C.315,UNKNOWN,,16.076097,626,31,100,100000,1.4913616938342726,2,5,50,0.4891139649731227,1.0586310625076294,0.10372151675866492
602,JG074C,316,FAM,#NAME?,FALSE,N4,0,FAM,JG074C.316,UNKNOWN,,16.103987,628,31,100,1000000,1.4913616938342726,2,6,50,0.4965283648192736,1.0796372890472412,0.075053241
604,JG074C,317,FAM,#NAME?,FALSE,N5,0,FAM,JG074C.317,UNKNOWN,,20.390667,630,31,100,100000000,1.4913616938342726,2,8,50,0.4623796288516995,1.095873475074768,-0.066051935
606,JG074C,318,FAM,#NAME?,FALSE,N6,0,FAM,JG074C.318,UNKNOWN,,17.938087,632,31,10000,100,1.4913616938342726,4,2,50,0.5085333393603696,1.1021746397018433,0.15017372937692347
608,JG074C,319,FAM,#NAME?,FALSE,N7,0,FAM,JG074C.319,UNKNOWN,,15.651732,634,31,10000,10000,1.4913616938342726,4,4,50,0.5094886719936722,1.0830409526824951,0.11469873614084847
610,JG074C,320,FAM,#NAME?,FALSE,N8,0,FAM,JG074C.320,UNKNOWN,,16.61449,636,31,10000,100000,1.4913616938342726,4,5,50,0.5093960526319993,0.7913994789123535,0.10981387192558983
612,JG074C,321,FAM,#NAME?,FALSE,N9,0,FAM,JG074C.321,UNKNOWN,,16.16368,638,31,10000,1000000,1.4913616938342726,4,6,50,0.49939708926093945,1.0575249195098877,0.08528579
614,JG074C,322,FAM,#NAME?,FALSE,N10,0,FAM,JG074C.322,UNKNOWN,,20.605886,640,31,10000,100000000,1.4913616938342726,4,8,50,0.4569743979805382,1.052531361579895,-0.030759357
616,JG074C,323,FAM,#NAME?,FALSE,N11,0,FAM,JG074C.323,UNKNOWN,,17.558899,642,31,100000,100,1.4913616938342726,5,2,50,0.6132642950172489,1.3283714056015015,0.2766858011249122
618,JG074C,324,FAM,#NAME?,FALSE,N12,0,FAM,JG074C.324,UNKNOWN,,15.78141,644,31,100000,10000,1.4913616938342726,5,4,50,0.4966962923184997,1.059871792793274,0.10925207427804468
620,JG074C,325,FAM,#NAME?,FALSE,N13,0,FAM,JG074C.325,UNKNOWN,,16.328281,646,31,100000,100000,1.4913616938342726,5,5,50,0.4880094040932947,1.0176060199737549,0.06452966
622,JG074C,326,FAM,#NAME?,FALSE,N14,0,FAM,JG074C.326,UNKNOWN,,16.455902,648,31,100000,1000000,1.4913616938342726,5,6,50,0.4979302800750973,1.0452194213867188,0.073193321
624,JG074C,327,FAM,#NAME?,FALSE,N15,0,FAM,JG074C.327,UNKNOWN,,19.82774,650,31,100000,100000000,1.4913616938342726,5,8,50,0.46506888231594085,1.0688763856887817,-0.086570047
626,JG074C,328,FAM,#NAME?,FALSE,N16,0,FAM,JG074C.328,UNKNOWN,,15.787753,652,31,1000000,100,1.4913616938342726,6,2,50,0.6278857561433442,1.3277487754821777,0.27259609741998225
628,JG074C,329,FAM,#NAME?,FALSE,N17,0,FAM,JG074C.329,UNKNOWN,,14.272429,654,31,1000000,10000,1.4913616938342726,6,4,50,0.5218461227362277,1.0997697114944458,0.12301133553999488
630,JG074C,330,FAM,#NAME?,FALSE,N18,0,FAM,JG074C.330,UNKNOWN,,14.900341,656,31,1000000,100000,1.4913616938342726,6,5,50,0.5066992376863976,1.0581519603729248,0.096611606
632,JG074C,331,FAM,#NAME?,FALSE,N19,0,FAM,JG074C.331,UNKNOWN,,14.828904,658,31,1000000,1000000,1.4913616938342726,6,6,50,0.5001299747407549,1.035152792930603,0.07542972
634,JG074C,332,FAM,#NAME?,FALSE,N20,0,FAM,JG074C.332,UNKNOWN,,16.765171,660,31,1000000,100000000,1.4913616938342726,6,8,50,0.48122212482418036,1.0834110975265503,0.001256371
636,JG074C,334,FAM,#NAME?,FALSE,N22,0,FAM,JG074C.334,UNKNOWN,,9.00455,664,31,100000000,10000,1.4913616938342726,8,4,50,0.587995246,1.1898714303970337,0.13208147257785607
638,JG074C,335,FAM,#NAME?,FALSE,N23,0,FAM,JG074C.335,UNKNOWN,,8.908201,666,31,100000000,100000,1.4913616938342726,8,5,50,0.5581980050722941,1.0983983278274536,0.088158083
640,JG074C,336,FAM,#NAME?,FALSE,N24,0,FAM,JG074C.336,UNKNOWN,,8.793396,668,31,100000000,1000000,1.4913616938342726,8,6,50,0.5216728795187997,1.055500864982605,0.028079896
642,JG074C,337,FAM,#NAME?,FALSE,O1,0,FAM,JG074C.337,UNKNOWN,,17.721743,670,10,100,100,1,2,2,50,0.6165904667194192,1.248084306716919,0.2469163538779181
644,JG074C,338,FAM,#NAME?,FALSE,O2,0,FAM,JG074C.338,UNKNOWN,,15.428093,672,10,100,10000,1,2,4,50,0.5351253953645276,1.1506412029266357,0.1485822602039475
646,JG074C,339,FAM,#NAME?,FALSE,O3,0,FAM,JG074C.339,UNKNOWN,,16.08347,674,10,100,100000,1,2,5,50,0.49806634201599254,1.0589020252227783,0.097598519
648,JG074C,340,FAM,#NAME?,FALSE,O4,0,FAM,JG074C.340,UNKNOWN,,16.114061,676,10,100,1000000,1,2,6,50,0.4858446736918909,1.0479731559753418,0.082720202
650,JG074C,341,FAM,#NAME?,FALSE,O5,0,FAM,JG074C.341,UNKNOWN,,20.334482,678,10,100,100000000,1,2,8,50,0.4624994848800721,1.0977771282196045,-0.037147236
652,JG074C,342,FAM,#NAME?,FALSE,O6,0,FAM,JG074C.342,UNKNOWN,,17.883888,680,10,10000,100,1,4,2,50,0.5150664848120283,1.1052045822143555,0.17109109249862714
654,JG074C,343,FAM,#NAME?,FALSE,O7,0,FAM,JG074C.343,UNKNOWN,,15.651849,682,10,10000,10000,1,4,4,50,0.49947694482929805,1.0694180727005005,0.11486068761131563
656,JG074C,344,FAM,#NAME?,FALSE,O8,0,FAM,JG074C.344,UNKNOWN,,16.127644,684,10,10000,100000,1,4,5,50,0.49726827829190384,1.0549715757369995,0.098070632
658,JG074C,345,FAM,#NAME?,FALSE,O9,0,FAM,JG074C.345,UNKNOWN,,16.218775,686,10,10000,1000000,1,4,6,50,0.49650718021275014,1.0532469749450684,0.063274142
660,JG074C,346,FAM,#NAME?,FALSE,O10,0,FAM,JG074C.346,UNKNOWN,,20.507963,688,10,10000,100000000,1,4,8,50,0.45965171184334985,1.086440920829773,-0.026466187
662,JG074C,347,FAM,#NAME?,FALSE,O11,0,FAM,JG074C.347,UNKNOWN,,17.682943,690,10,100000,100,1,5,2,50,0.5685262890057594,1.2186983823776245,0.22115930225224562
664,JG074C,348,FAM,#NAME?,FALSE,O12,0,FAM,JG074C.348,UNKNOWN,,15.800466,692,10,100000,10000,1,5,4,50,0.5030595344465887,1.0800731182098389,0.11944670051844053
666,JG074C,349,FAM,#NAME?,FALSE,O13,0,FAM,JG074C.349,UNKNOWN,,16.232464,694,10,100000,100000,1,5,5,50,0.5100053971790276,1.0903922319412231,0.091110503
668,JG074C,350,FAM,#NAME?,FALSE,O14,0,FAM,JG074C.350,UNKNOWN,,16.451485,696,10,100000,1000000,1,5,6,50,0.4828810665554114,1.0040165185928345,0.039506073
670,JG074C,351,FAM,#NAME?,FALSE,O15,0,FAM,JG074C.351,UNKNOWN,,19.8032,698,10,100000,100000000,1,5,8,50,0.4591970789745136,1.0698049068450928,-0.048088067
672,JG074C,352,FAM,#NAME?,FALSE,O16,0,FAM,JG074C.352,UNKNOWN,,15.666798,700,10,1000000,100,1,6,2,50,0.5522287250677962,1.1844648122787476,0.19038791627442853
674,JG074C,353,FAM,#NAME?,FALSE,O17,0,FAM,JG074C.353,UNKNOWN,,14.203528,702,10,1000000,10000,1,6,4,50,0.5149132330396164,1.0851986408233643,0.11831612629378313
676,JG074C,354,FAM,#NAME?,FALSE,O18,0,FAM,JG074C.354,UNKNOWN,,14.810865,704,10,1000000,100000,1,6,5,50,0.4949074429318997,1.0538915395736694,0.072106772
678,JG074C,355,FAM,#NAME?,FALSE,O19,0,FAM,JG074C.355,UNKNOWN,,14.590176,706,10,1000000,1000000,1,6,6,50,0.5018990467166655,1.075040578842163,0.065267494
680,JG074C,356,FAM,#NAME?,FALSE,O20,0,FAM,JG074C.356,UNKNOWN,,16.739618,708,10,1000000,100000000,1,6,8,50,0.4760520569816879,1.1024389266967773,0.011032264658891566
682,JG074C,358,FAM,#NAME?,FALSE,O22,0,FAM,JG074C.358,UNKNOWN,,8.953995,712,10,100000000,10000,1,8,4,50,0.6178193527921417,1.2860623598098755,0.1390775166331285
684,JG074C,359,FAM,#NAME?,FALSE,O23,0,FAM,JG074C.359,UNKNOWN,,8.916655,714,10,100000000,100000,1,8,5,50,0.530646695,1.054031252861023,0.053656964
686,JG074C,360,FAM,#NAME?,FALSE,O24,0,FAM,JG074C.360,UNKNOWN,,8.743864,716,10,100000000,1000000,1,8,6,50,0.5343540124567978,1.095369577407837,0.011937882851554282
688,JG074C,361,FAM,#NAME?,FALSE,P1,0,FAM,JG074C.361,UNKNOWN,,18.02064,718,3,100,100,0.47712125471966244,2,2,50,0.5023411202428875,1.0837663412094116,0.19207917629108473
690,JG074C,362,FAM,#NAME?,FALSE,P2,0,FAM,JG074C.362,UNKNOWN,,15.516639,720,3,100,10000,0.47712125471966244,2,4,50,0.5055027107287741,1.0756834745407104,0.14129493734180798
692,JG074C,363,FAM,#NAME?,FALSE,P3,0,FAM,JG074C.363,UNKNOWN,,16.15487,722,3,100,100000,0.47712125471966244,2,5,50,0.5352939745503602,1.0260931253433228,0.13954054865344928
694,JG074C,364,FAM,#NAME?,FALSE,P4,0,FAM,JG074C.364,UNKNOWN,,16.15298,724,3,100,1000000,0.47712125471966244,2,6,50,0.4799005427207724,1.0423080921173096,0.065012647
696,JG074C,365,FAM,#NAME?,FALSE,P5,0,FAM,JG074C.365,UNKNOWN,,20.40885,726,3,100,100000000,0.47712125471966244,2,8,50,0.4484431031271693,1.1375855207443237,-0.067168569
698,JG074C,366,FAM,#NAME?,FALSE,P6,0,FAM,JG074C.366,UNKNOWN,,17.727299,728,3,10000,100,0.47712125471966244,4,2,50,0.533229871,1.1664589643478394,0.1636363468659941
700,JG074C,367,FAM,#NAME?,FALSE,P7,0,FAM,JG074C.367,UNKNOWN,,15.770181,730,3,10000,10000,0.47712125471966244,4,4,50,0.5190794064157268,1.0807043313980103,0.12691188989439384
702,JG074C,368,FAM,#NAME?,FALSE,P8,0,FAM,JG074C.368,UNKNOWN,,16.134602,732,3,10000,100000,0.47712125471966244,4,5,50,0.4914454920058179,1.0553905963897705,0.10121403328789502
704,JG074C,369,FAM,#NAME?,FALSE,P9,0,FAM,JG074C.369,UNKNOWN,,16.1626,734,3,10000,1000000,0.47712125471966244,4,6,50,0.4890859680053822,1.0433427095413208,0.081505391
706,JG074C,370,FAM,#NAME?,FALSE,P10,0,FAM,JG074C.370,UNKNOWN,,20.489511,736,3,10000,100000000,0.47712125471966244,4,8,50,0.454200575,1.0853856801986694,-0.061550907
708,JG074C,371,FAM,#NAME?,FALSE,P11,0,FAM,JG074C.371,UNKNOWN,,17.67956,738,3,100000,100,0.47712125471966244,5,2,50,0.49166673321962895,1.0510172843933105,0.15115459425158567
710,JG074C,372,FAM,#NAME?,FALSE,P12,0,FAM,JG074C.372,UNKNOWN,,15.735931,740,3,100000,10000,0.47712125471966244,5,4,50,0.501089583,1.0941444635391235,0.12142642938029713
712,JG074C,373,FAM,#NAME?,FALSE,P13,0,FAM,JG074C.373,UNKNOWN,,16.379246,742,3,100000,100000,0.47712125471966244,5,5,50,0.48859308528565115,1.0303844213485718,0.083445819
714,JG074C,374,FAM,#NAME?,FALSE,P14,0,FAM,JG074C.374,UNKNOWN,,16.384768,744,3,100000,1000000,0.47712125471966244,5,6,50,0.49079465993938676,1.057082176208496,0.03211538
716,JG074C,375,FAM,#NAME?,FALSE,P15,0,FAM,JG074C.375,UNKNOWN,,19.913605,746,3,100000,100000000,0.47712125471966244,5,8,50,0.47105199468811526,1.0838322639465332,-0.04742086
718,JG074C,376,FAM,#NAME?,FALSE,P16,0,FAM,JG074C.376,UNKNOWN,,15.592681,748,3,1000000,100,0.47712125471966244,6,2,50,0.5750743385939989,1.2149959802627563,0.1889643177030153
720,JG074C,377,FAM,#NAME?,FALSE,P17,0,FAM,JG074C.377,UNKNOWN,,14.397256,750,3,1000000,10000,0.47712125471966244,6,4,50,0.520868513,1.0773015022277832,0.10375644318872174
722,JG074C,378,FAM,#NAME?,FALSE,P18,0,FAM,JG074C.378,UNKNOWN,,14.656627,752,3,1000000,100000,0.47712125471966244,6,5,50,0.5086481304421023,1.086655855178833,0.089600162
724,JG074C,379,FAM,#NAME?,FALSE,P19,0,FAM,JG074C.379,UNKNOWN,,14.622842,754,3,1000000,1000000,0.47712125471966244,6,6,50,0.5087026453045501,1.0804978609085083,0.060324105797403715
726,JG074C,380,FAM,#NAME?,FALSE,P20,0,FAM,JG074C.380,UNKNOWN,,16.71877,756,3,1000000,100000000,0.47712125471966244,6,8,50,0.495811741,1.1132228374481201,0.015685749203039723
728,JG074C,382,FAM,#NAME?,FALSE,P22,0,FAM,JG074C.382,UNKNOWN,,9.03099,760,3,100000000,10000,0.47712125471966244,8,4,50,0.5812330054348747,1.1666507720947266,0.10647918795532901
730,JG074C,383,FAM,#NAME?,FALSE,P23,0,FAM,JG074C.383,UNKNOWN,,8.841325,762,3,100000000,100000,0.47712125471966244,8,5,50,0.5384202653450633,1.0904990434646606,0.037246207
732,JG074C,384,FAM,#NAME?,FALSE,P24,0,FAM,JG074C.384,UNKNOWN,,8.784948,764,3,100000000,1000000,0.47712125471966244,8,6,50,0.5277180937911198,1.0409698486328125,0.043425158
